Geoid,Geographic Area Name,Total_Population_25_over_Bachelor's_degree_or_higher
19127950300,"Census Tract 9503, Marshall County, Iowa",475
19127950400,"Census Tract 9504, Marshall County, Iowa",426
19127950500,"Census Tract 9505, Marshall County, Iowa",138
19127950600,"Census Tract 9506, Marshall County, Iowa",299
19127950700,"Census Tract 9507, Marshall County, Iowa",831
19127950801,"Census Tract 9508.01, Marshall County, Iowa",683
19127950802,"Census Tract 9508.02, Marshall County, Iowa",744
19127950900,"Census Tract 9509, Marshall County, Iowa",248
19127951000,"Census Tract 9510, Marshall County, Iowa",696
19129040100,"Census Tract 401, Mills County, Iowa",432
19129040201,"Census Tract 402.01, Mills County, Iowa",310
19129040202,"Census Tract 402.02, Mills County, Iowa",919
19129040301,"Census Tract 403.01, Mills County, Iowa",323
19129040302,"Census Tract 403.02, Mills County, Iowa",731
19131560100,"Census Tract 5601, Mitchell County, Iowa",400
19131560200,"Census Tract 5602, Mitchell County, Iowa",590
19131560300,"Census Tract 5603, Mitchell County, Iowa",616
19133960100,"Census Tract 9601, Monona County, Iowa",264
19133960200,"Census Tract 9602, Monona County, Iowa",315
19133960300,"Census Tract 9603, Monona County, Iowa",213
19133960400,"Census Tract 9604, Monona County, Iowa",196
19135070100,"Census Tract 701, Monroe County, Iowa",565
19135070200,"Census Tract 702, Monroe County, Iowa",305
19135070300,"Census Tract 703, Monroe County, Iowa",203
19137960100,"Census Tract 9601, Montgomery County, Iowa",268
19137960200,"Census Tract 9602, Montgomery County, Iowa",370
19137960300,"Census Tract 9603, Montgomery County, Iowa",290
19137960400,"Census Tract 9604, Montgomery County, Iowa",443
19139050100,"Census Tract 501, Muscatine County, Iowa",785
19139050200,"Census Tract 502, Muscatine County, Iowa",758
19139050300,"Census Tract 503, Muscatine County, Iowa",575
19139050400,"Census Tract 504, Muscatine County, Iowa",441
19139050500,"Census Tract 505, Muscatine County, Iowa",727
19139050600,"Census Tract 506, Muscatine County, Iowa",1679
19139050700,"Census Tract 507, Muscatine County, Iowa",689
19139050800,"Census Tract 508, Muscatine County, Iowa",211
19139050900,"Census Tract 509, Muscatine County, Iowa",208
19139051000,"Census Tract 510, Muscatine County, Iowa",122
19141490100,"Census Tract 4901, O'Brien County, Iowa",386
19141490200,"Census Tract 4902, O'Brien County, Iowa",579
19141490300,"Census Tract 4903, O'Brien County, Iowa",798
19141490400,"Census Tract 4904, O'Brien County, Iowa",308
19143460100,"Census Tract 4601, Osceola County, Iowa",326
19143460200,"Census Tract 4602, Osceola County, Iowa",310
19145490100,"Census Tract 4901, Page County, Iowa",383
19145490200,"Census Tract 4902, Page County, Iowa",322
19145490300,"Census Tract 4903, Page County, Iowa",585
19145490400,"Census Tract 4904, Page County, Iowa",392
19145490500,"Census Tract 4905, Page County, Iowa",265
19145490600,"Census Tract 4906, Page County, Iowa",321
19147960100,"Census Tract 9601, Palo Alto County, Iowa",289
19147960200,"Census Tract 9602, Palo Alto County, Iowa",237
19147960300,"Census Tract 9603, Palo Alto County, Iowa",680
19147960400,"Census Tract 9604, Palo Alto County, Iowa",325
19149970100,"Census Tract 9701, Plymouth County, Iowa",1202
19149970200,"Census Tract 9702, Plymouth County, Iowa",330
19149970300,"Census Tract 9703, Plymouth County, Iowa",525
19149970400,"Census Tract 9704, Plymouth County, Iowa",366
19149970500,"Census Tract 9705, Plymouth County, Iowa",553
19149970600,"Census Tract 9706, Plymouth County, Iowa",805
19151780100,"Census Tract 7801, Pocahontas County, Iowa",189
19151780200,"Census Tract 7802, Pocahontas County, Iowa",326
19151780300,"Census Tract 7803, Pocahontas County, Iowa",241
19153000101,"Census Tract 1.01, Polk County, Iowa",289
19153000102,"Census Tract 1.02, Polk County, Iowa",427
19153000103,"Census Tract 1.03, Polk County, Iowa",212
19153000201,"Census Tract 2.01, Polk County, Iowa",342
19153000202,"Census Tract 2.02, Polk County, Iowa",427
19153000300,"Census Tract 3, Polk County, Iowa",253
19153000400,"Census Tract 4, Polk County, Iowa",413
19153000500,"Census Tract 5, Polk County, Iowa",406
19153000600,"Census Tract 6, Polk County, Iowa",622
19153000701,"Census Tract 7.01, Polk County, Iowa",428
19153000702,"Census Tract 7.02, Polk County, Iowa",826
19153000703,"Census Tract 7.03, Polk County, Iowa",1075
19153000704,"Census Tract 7.04, Polk County, Iowa",824
19153000801,"Census Tract 8.01, Polk County, Iowa",1168
19153000802,"Census Tract 8.02, Polk County, Iowa",1208
19153000803,"Census Tract 8.03, Polk County, Iowa",651
19153000901,"Census Tract 9.01, Polk County, Iowa",749
19153000902,"Census Tract 9.02, Polk County, Iowa",1361
19153001000,"Census Tract 10, Polk County, Iowa",1685
19153001100,"Census Tract 11, Polk County, Iowa",240
19153001200,"Census Tract 12, Polk County, Iowa",224
19153001500,"Census Tract 15, Polk County, Iowa",297
19153001700,"Census Tract 17, Polk County, Iowa",172
19153001800,"Census Tract 18, Polk County, Iowa",155
19153001900,"Census Tract 19, Polk County, Iowa",417
19153002100,"Census Tract 21, Polk County, Iowa",385
19153002600,"Census Tract 26, Polk County, Iowa",365
19153002700,"Census Tract 27, Polk County, Iowa",1301
19153002800,"Census Tract 28, Polk County, Iowa",1315
19153002900,"Census Tract 29, Polk County, Iowa",1503
19153003001,"Census Tract 30.01, Polk County, Iowa",859
19153003002,"Census Tract 30.02, Polk County, Iowa",1978
19153003100,"Census Tract 31, Polk County, Iowa",1041
19153003200,"Census Tract 32, Polk County, Iowa",1466
19153003901,"Census Tract 39.01, Polk County, Iowa",231
19153003902,"Census Tract 39.02, Polk County, Iowa",787
19153004001,"Census Tract 40.01, Polk County, Iowa",842
19153004004,"Census Tract 40.04, Polk County, Iowa",875
19153004100,"Census Tract 41, Polk County, Iowa",793
19153004200,"Census Tract 42, Polk County, Iowa",423
19153004300,"Census Tract 43, Polk County, Iowa",822
19153004400,"Census Tract 44, Polk County, Iowa",276
19153004501,"Census Tract 45.01, Polk County, Iowa",373
19153004502,"Census Tract 45.02, Polk County, Iowa",261
19153004602,"Census Tract 46.02, Polk County, Iowa",525
19153004603,"Census Tract 46.03, Polk County, Iowa",517
19153004701,"Census Tract 47.01, Polk County, Iowa",419
19153004702,"Census Tract 47.02, Polk County, Iowa",207
19153004800,"Census Tract 48, Polk County, Iowa",187
19153004900,"Census Tract 49, Polk County, Iowa",122
19153005000,"Census Tract 50, Polk County, Iowa",131
19153005101,"Census Tract 51.01, Polk County, Iowa",3126
19153005102,"Census Tract 51.02, Polk County, Iowa",427
19153005200,"Census Tract 52, Polk County, Iowa",95
19153005300,"Census Tract 53, Polk County, Iowa",208
19153010101,"Census Tract 101.01, Polk County, Iowa",1767
19153010102,"Census Tract 101.02, Polk County, Iowa",2708
19153010205,"Census Tract 102.05, Polk County, Iowa",2353
19153010207,"Census Tract 102.07, Polk County, Iowa",1258
19153010208,"Census Tract 102.08, Polk County, Iowa",1148
19153010209,"Census Tract 102.09, Polk County, Iowa",1765
19153010211,"Census Tract 102.11, Polk County, Iowa",1455
19153010212,"Census Tract 102.12, Polk County, Iowa",1173
19153010213,"Census Tract 102.13, Polk County, Iowa",1646
19153010214,"Census Tract 102.14, Polk County, Iowa",2828
19153010215,"Census Tract 102.15, Polk County, Iowa",2497
19153010216,"Census Tract 102.16, Polk County, Iowa",5617
19153010404,"Census Tract 104.04, Polk County, Iowa",1542
19153010406,"Census Tract 104.06, Polk County, Iowa",1058
19153010407,"Census Tract 104.07, Polk County, Iowa",1984
19153010408,"Census Tract 104.08, Polk County, Iowa",828
19153010409,"Census Tract 104.09, Polk County, Iowa",1072
19153010410,"Census Tract 104.10, Polk County, Iowa",649
19153010411,"Census Tract 104.11, Polk County, Iowa",1254
19153010500,"Census Tract 105, Polk County, Iowa",812
19153010601,"Census Tract 106.01, Polk County, Iowa",342
19153010602,"Census Tract 106.02, Polk County, Iowa",1461
19153010702,"Census Tract 107.02, Polk County, Iowa",1006
19153010703,"Census Tract 107.03, Polk County, Iowa",956
19153010707,"Census Tract 107.07, Polk County, Iowa",393
19153010708,"Census Tract 107.08, Polk County, Iowa",1352
19153010709,"Census Tract 107.09, Polk County, Iowa",864
19153010803,"Census Tract 108.03, Polk County, Iowa",856
19153010804,"Census Tract 108.04, Polk County, Iowa",1273
19153010805,"Census Tract 108.05, Polk County, Iowa",1413
19153010806,"Census Tract 108.06, Polk County, Iowa",462
19153011001,"Census Tract 110.01, Polk County, Iowa",484
19153011021,"Census Tract 110.21, Polk County, Iowa",1932
19153011025,"Census Tract 110.25, Polk County, Iowa",1638
19153011026,"Census Tract 110.26, Polk County, Iowa",2873
19153011027,"Census Tract 110.27, Polk County, Iowa",2669
19153011028,"Census Tract 110.28, Polk County, Iowa",1793
19153011111,"Census Tract 111.11, Polk County, Iowa",1482
19153011112,"Census Tract 111.12, Polk County, Iowa",1237
19153011113,"Census Tract 111.13, Polk County, Iowa",925
19153011114,"Census Tract 111.14, Polk County, Iowa",1237
19153011201,"Census Tract 112.01, Polk County, Iowa",1459
19153011203,"Census Tract 112.03, Polk County, Iowa",2155
19153011205,"Census Tract 112.05, Polk County, Iowa",636
19153011206,"Census Tract 112.06, Polk County, Iowa",1798
19153011301,"Census Tract 113.01, Polk County, Iowa",1062
19153011302,"Census Tract 113.02, Polk County, Iowa",637
19153011303,"Census Tract 113.03, Polk County, Iowa",1793
19153011304,"Census Tract 113.04, Polk County, Iowa",1777
19153011305,"Census Tract 113.05, Polk County, Iowa",720
19153011405,"Census Tract 114.05, Polk County, Iowa",1262
19153011406,"Census Tract 114.06, Polk County, Iowa",2030
19153011500,"Census Tract 115, Polk County, Iowa",2255
19153011600,"Census Tract 116, Polk County, Iowa",0
19153011702,"Census Tract 117.02, Polk County, Iowa",1406
19153011703,"Census Tract 117.03, Polk County, Iowa",2283
19153011704,"Census Tract 117.04, Polk County, Iowa",1110
19155021200,"Census Tract 212, Pottawattamie County, Iowa",316
19155021400,"Census Tract 214, Pottawattamie County, Iowa",834
19155021501,"Census Tract 215.01, Pottawattamie County, Iowa",343
19155021502,"Census Tract 215.02, Pottawattamie County, Iowa",371
19155021602,"Census Tract 216.02, Pottawattamie County, Iowa",591
19155021603,"Census Tract 216.03, Pottawattamie County, Iowa",378
19155021701,"Census Tract 217.01, Pottawattamie County, Iowa",397
19155021702,"Census Tract 217.02, Pottawattamie County, Iowa",366
19155030100,"Census Tract 301, Pottawattamie County, Iowa",967
19155030200,"Census Tract 302, Pottawattamie County, Iowa",550
19155030300,"Census Tract 303, Pottawattamie County, Iowa",318
19155030401,"Census Tract 304.01, Pottawattamie County, Iowa",240
19155030402,"Census Tract 304.02, Pottawattamie County, Iowa",456
19155030501,"Census Tract 305.01, Pottawattamie County, Iowa",224
19155030502,"Census Tract 305.02, Pottawattamie County, Iowa",139
19155030601,"Census Tract 306.01, Pottawattamie County, Iowa",109
19155030602,"Census Tract 306.02, Pottawattamie County, Iowa",117
19155030700,"Census Tract 307, Pottawattamie County, Iowa",97
19155030800,"Census Tract 308, Pottawattamie County, Iowa",166
19155030900,"Census Tract 309, Pottawattamie County, Iowa",102
19155031000,"Census Tract 310, Pottawattamie County, Iowa",448
19155031100,"Census Tract 311, Pottawattamie County, Iowa",354
19155031200,"Census Tract 312, Pottawattamie County, Iowa",799
19155031300,"Census Tract 313, Pottawattamie County, Iowa",306
19155031400,"Census Tract 314, Pottawattamie County, Iowa",468
19155031601,"Census Tract 316.01, Pottawattamie County, Iowa",1502
19155031602,"Census Tract 316.02, Pottawattamie County, Iowa",458
19155031700,"Census Tract 317, Pottawattamie County, Iowa",924
19155031800,"Census Tract 318, Pottawattamie County, Iowa",621
19155031900,"Census Tract 319, Pottawattamie County, Iowa",954
19157370100,"Census Tract 3701, Poweshiek County, Iowa",325
19157370200,"Census Tract 3702, Poweshiek County, Iowa",579
19157370300,"Census Tract 3703, Poweshiek County, Iowa",1162
19157370400,"Census Tract 3704, Poweshiek County, Iowa",916
19157370500,"Census Tract 3705, Poweshiek County, Iowa",382
19159950100,"Census Tract 9501, Ringgold County, Iowa",333
19159950200,"Census Tract 9502, Ringgold County, Iowa",319
19161080100,"Census Tract 801, Sac County, Iowa",290
19161080200,"Census Tract 802, Sac County, Iowa",313
19161080300,"Census Tract 803, Sac County, Iowa",291
19161080400,"Census Tract 804, Sac County, Iowa",335
19163010101,"Census Tract 101.01, Scott County, Iowa",690
19163010103,"Census Tract 101.03, Scott County, Iowa",1719
19163010104,"Census Tract 101.04, Scott County, Iowa",737
19163010201,"Census Tract 102.01, Scott County, Iowa",1456
19163010202,"Census Tract 102.02, Scott County, Iowa",1445
19163010300,"Census Tract 103, Scott County, Iowa",406
19163010401,"Census Tract 104.01, Scott County, Iowa",1090
19163010402,"Census Tract 104.02, Scott County, Iowa",740
19163010600,"Census Tract 106, Scott County, Iowa",280
19163010700,"Census Tract 107, Scott County, Iowa",147
19163010800,"Census Tract 108, Scott County, Iowa",176
19163010900,"Census Tract 109, Scott County, Iowa",327
19163011000,"Census Tract 110, Scott County, Iowa",151
19163011100,"Census Tract 111, Scott County, Iowa",414
19163011200,"Census Tract 112, Scott County, Iowa",180
19163011300,"Census Tract 113, Scott County, Iowa",203
19163011400,"Census Tract 114, Scott County, Iowa",210
19163011500,"Census Tract 115, Scott County, Iowa",383
19163011600,"Census Tract 116, Scott County, Iowa",674
19163011700,"Census Tract 117, Scott County, Iowa",843
19163011800,"Census Tract 118, Scott County, Iowa",534
19163011900,"Census Tract 119, Scott County, Iowa",472
19163012000,"Census Tract 120, Scott County, Iowa",579
19163012100,"Census Tract 121, Scott County, Iowa",430
19163012200,"Census Tract 122, Scott County, Iowa",137
19163012300,"Census Tract 123, Scott County, Iowa",23
19163012400,"Census Tract 124, Scott County, Iowa",313
19163012501,"Census Tract 125.01, Scott County, Iowa",571
19163012502,"Census Tract 125.02, Scott County, Iowa",696
19163012601,"Census Tract 126.01, Scott County, Iowa",809
19163012602,"Census Tract 126.02, Scott County, Iowa",348
19163012701,"Census Tract 127.01, Scott County, Iowa",615
19163012702,"Census Tract 127.02, Scott County, Iowa",895
19163012801,"Census Tract 128.01, Scott County, Iowa",726
19163012802,"Census Tract 128.02, Scott County, Iowa",890
19163012901,"Census Tract 129.01, Scott County, Iowa",2092
19163012902,"Census Tract 129.02, Scott County, Iowa",1952
19163013000,"Census Tract 130, Scott County, Iowa",1354
19163013100,"Census Tract 131, Scott County, Iowa",984
19163013200,"Census Tract 132, Scott County, Iowa",461
19163013300,"Census Tract 133, Scott County, Iowa",768
19163013400,"Census Tract 134, Scott County, Iowa",638
19163013500,"Census Tract 135, Scott County, Iowa",890
19163013600,"Census Tract 136, Scott County, Iowa",427
19163013702,"Census Tract 137.02, Scott County, Iowa",2222
19163013703,"Census Tract 137.03, Scott County, Iowa",1038
19163013705,"Census Tract 137.05, Scott County, Iowa",1914
19163013706,"Census Tract 137.06, Scott County, Iowa",3262
19165960100,"Census Tract 9601, Shelby County, Iowa",495
19165960200,"Census Tract 9602, Shelby County, Iowa",327
19165960300,"Census Tract 9603, Shelby County, Iowa",606
19165960400,"Census Tract 9604, Shelby County, Iowa",308
19167070100,"Census Tract 701, Sioux County, Iowa",451
19167070200,"Census Tract 702, Sioux County, Iowa",983
19167070300,"Census Tract 703, Sioux County, Iowa",552
19167070400,"Census Tract 704, Sioux County, Iowa",516
19167070500,"Census Tract 705, Sioux County, Iowa",478
19167070601,"Census Tract 706.01, Sioux County, Iowa",443
19167070602,"Census Tract 706.02, Sioux County, Iowa",906
19167070701,"Census Tract 707.01, Sioux County, Iowa",1069
19167070702,"Census Tract 707.02, Sioux County, Iowa",732
19169000101,"Census Tract 1.01, Story County, Iowa",562
19169000102,"Census Tract 1.02, Story County, Iowa",2052
19169000103,"Census Tract 1.03, Story County, Iowa",381
19169000104,"Census Tract 1.04, Story County, Iowa",988
19169000105,"Census Tract 1.05, Story County, Iowa",1560
19169000200,"Census Tract 2, Story County, Iowa",1588
19169000300,"Census Tract 3, Story County, Iowa",1244
19169000400,"Census Tract 4, Story County, Iowa",984
19169000500,"Census Tract 5, Story County, Iowa",362
19169000600,"Census Tract 6, Story County, Iowa",1750
19169000700,"Census Tract 7, Story County, Iowa",576
19169000800,"Census Tract 8, Story County, Iowa",21
19169000900,"Census Tract 9, Story County, Iowa",1599
19169001000,"Census Tract 10, Story County, Iowa",1206
19169001101,"Census Tract 11.01, Story County, Iowa",607
19169001102,"Census Tract 11.02, Story County, Iowa",125
19169001200,"Census Tract 12, Story County, Iowa",42
19169001302,"Census Tract 13.02, Story County, Iowa",2238
19169001303,"Census Tract 13.03, Story County, Iowa",1519
19169001304,"Census Tract 13.04, Story County, Iowa",1109
19169010101,"Census Tract 101.01, Story County, Iowa",1207
19169010102,"Census Tract 101.02, Story County, Iowa",1236
19169010200,"Census Tract 102, Story County, Iowa",691
19169010300,"Census Tract 103, Story County, Iowa",1092
19169010400,"Census Tract 104, Story County, Iowa",667
19169010500,"Census Tract 105, Story County, Iowa",299
19169010600,"Census Tract 106, Story County, Iowa",1084
19171290100,"Census Tract 2901, Tama County, Iowa",377
19171290200,"Census Tract 2902, Tama County, Iowa",398
19171290300,"Census Tract 2903, Tama County, Iowa",368
19171290400,"Census Tract 2904, Tama County, Iowa",236
19171290500,"Census Tract 2905, Tama County, Iowa",214
19171290600,"Census Tract 2906, Tama County, Iowa",201
19173180100,"Census Tract 1801, Taylor County, Iowa",255
19173180200,"Census Tract 1802, Taylor County, Iowa",197
19173180300,"Census Tract 1803, Taylor County, Iowa",176
19175190100,"Census Tract 1901, Union County, Iowa",331
19175190200,"Census Tract 1902, Union County, Iowa",457
19175190300,"Census Tract 1903, Union County, Iowa",341
19175190400,"Census Tract 1904, Union County, Iowa",764
19177950100,"Census Tract 9501, Van Buren County, Iowa",483
19177950200,"Census Tract 9502, Van Buren County, Iowa",339
19179960100,"Census Tract 9601, Wapello County, Iowa",364
19179960200,"Census Tract 9602, Wapello County, Iowa",277
19179960300,"Census Tract 9603, Wapello County, Iowa",1192
19179960400,"Census Tract 9604, Wapello County, Iowa",540
19179960500,"Census Tract 9605, Wapello County, Iowa",277
19179960600,"Census Tract 9606, Wapello County, Iowa",235
19179960700,"Census Tract 9607, Wapello County, Iowa",472
19179960800,"Census Tract 9608, Wapello County, Iowa",618
19179960900,"Census Tract 9609, Wapello County, Iowa",152
19179961000,"Census Tract 9610, Wapello County, Iowa",225
19179961100,"Census Tract 9611, Wapello County, Iowa",376
19181020101,"Census Tract 201.01, Warren County, Iowa",199
19181020201,"Census Tract 202.01, Warren County, Iowa",1047
19181020202,"Census Tract 202.02, Warren County, Iowa",2078
19181020300,"Census Tract 203, Warren County, Iowa",880
19181020400,"Census Tract 204, Warren County, Iowa",890
19181020500,"Census Tract 205, Warren County, Iowa",353
19181020600,"Census Tract 206, Warren County, Iowa",873
19181020701,"Census Tract 207.01, Warren County, Iowa",130
19181020702,"Census Tract 207.02, Warren County, Iowa",1032
19181020800,"Census Tract 208, Warren County, Iowa",740
19181020900,"Census Tract 209, Warren County, Iowa",541
19181021000,"Census Tract 210, Warren County, Iowa",280
19181021100,"Census Tract 211, Warren County, Iowa",760
19181021200,"Census Tract 212, Warren County, Iowa",720
19183960101,"Census Tract 9601.01, Washington County, Iowa",646
19183960102,"Census Tract 9601.02, Washington County, Iowa",530
19183960200,"Census Tract 9602, Washington County, Iowa",468
19183960300,"Census Tract 9603, Washington County, Iowa",411
19183960400,"Census Tract 9604, Washington County, Iowa",650
19183960500,"Census Tract 9605, Washington County, Iowa",592
19185070100,"Census Tract 701, Wayne County, Iowa",261
19185070200,"Census Tract 702, Wayne County, Iowa",160
19185070300,"Census Tract 703, Wayne County, Iowa",198
19187000101,"Census Tract 1.01, Webster County, Iowa",1192
19187000102,"Census Tract 1.02, Webster County, Iowa",409
19187000200,"Census Tract 2, Webster County, Iowa",648
19187000300,"Census Tract 3, Webster County, Iowa",160
19187000400,"Census Tract 4, Webster County, Iowa",438
19187000500,"Census Tract 5, Webster County, Iowa",151
19187000600,"Census Tract 6, Webster County, Iowa",211
19187000700,"Census Tract 7, Webster County, Iowa",151
19187000900,"Census Tract 9, Webster County, Iowa",316
19187010100,"Census Tract 101, Webster County, Iowa",303
19187010200,"Census Tract 102, Webster County, Iowa",324
19187010300,"Census Tract 103, Webster County, Iowa",492
19187010400,"Census Tract 104, Webster County, Iowa",378
19189680100,"Census Tract 6801, Winnebago County, Iowa",585
19189680200,"Census Tract 6802, Winnebago County, Iowa",464
19189680300,"Census Tract 6803, Winnebago County, Iowa",586
19191950100,"Census Tract 9501, Winneshiek County, Iowa",493
19191950200,"Census Tract 9502, Winneshiek County, Iowa",1304
19191950300,"Census Tract 9503, Winneshiek County, Iowa",894
19191950400,"Census Tract 9504, Winneshiek County, Iowa",926
19191950500,"Census Tract 9505, Winneshiek County, Iowa",325
19193000100,"Census Tract 1, Woodbury County, Iowa",227
19193000201,"Census Tract 2.01, Woodbury County, Iowa",453
19193000202,"Census Tract 2.02, Woodbury County, Iowa",824
19193000300,"Census Tract 3, Woodbury County, Iowa",1257
19193000400,"Census Tract 4, Woodbury County, Iowa",1444
19193000500,"Census Tract 5, Woodbury County, Iowa",442
19193000600,"Census Tract 6, Woodbury County, Iowa",95
19193000700,"Census Tract 7, Woodbury County, Iowa",400
19193000800,"Census Tract 8, Woodbury County, Iowa",421
19193000900,"Census Tract 9, Woodbury County, Iowa",480
19193001000,"Census Tract 10, Woodbury County, Iowa",204
19193001100,"Census Tract 11, Woodbury County, Iowa",169
19193001200,"Census Tract 12, Woodbury County, Iowa",102
19193001300,"Census Tract 13, Woodbury County, Iowa",65
19193001400,"Census Tract 14, Woodbury County, Iowa",191
19193001500,"Census Tract 15, Woodbury County, Iowa",38
19193001801,"Census Tract 18.01, Woodbury County, Iowa",448
19193001802,"Census Tract 18.02, Woodbury County, Iowa",447
19193001900,"Census Tract 19, Woodbury County, Iowa",430
19193002000,"Census Tract 20, Woodbury County, Iowa",534
19193002101,"Census Tract 21.01, Woodbury County, Iowa",642
19193002102,"Census Tract 21.02, Woodbury County, Iowa",1548
19193003100,"Census Tract 31, Woodbury County, Iowa",513
19193003200,"Census Tract 32, Woodbury County, Iowa",917
19193003301,"Census Tract 33.01, Woodbury County, Iowa",1292
19193003302,"Census Tract 33.02, Woodbury County, Iowa",1178
19193003500,"Census Tract 35, Woodbury County, Iowa",504
19193003600,"Census Tract 36, Woodbury County, Iowa",276
19193940200,"Census Tract 9402, Woodbury County, Iowa",0
19195690100,"Census Tract 6901, Worth County, Iowa",342
19195690200,"Census Tract 6902, Worth County, Iowa",294
19195690300,"Census Tract 6903, Worth County, Iowa",335
19197680100,"Census Tract 6801, Wright County, Iowa",418
19197680200,"Census Tract 6802, Wright County, Iowa",140
19197680300,"Census Tract 6803, Wright County, Iowa",339
19197680400,"Census Tract 6804, Wright County, Iowa",174
19197680500,"Census Tract 6805, Wright County, Iowa",365
0400000US19,Iowa,617115
